evidence_id,milestone,domain,artefact_type,relative_path,title,description,row_count,file_size,sha256,source_manifest,source_lineage,validation_target,portfolio_relevance,interview_relevance,synthetic_data_flag,deployment_status
EVID-0132,Cross-milestone,monitoring,markdown,docs/monitoring/health-scoring.md,Health Scoring,Tracked portfolio evidence for monitoring.,,553,93f899f3afe919366f9c4f4205940947a0ac945dc1fc5cce275da11fc223818d,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0133,Cross-milestone,monitoring,markdown,docs/monitoring/limitations.md,Limitations,Tracked portfolio evidence for monitoring.,,539,d2ea7dc76ac15b6e9382572d66b39a8f0d09e36ddf8a1ef56cf79497526e0c35,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0134,Cross-milestone,monitoring,markdown,docs/monitoring/lineage-completeness.md,Lineage Completeness,Tracked portfolio evidence for monitoring.,,445,8607f63d14e62b2dceca35089082f5b84605c89856ce59d56f5f8cfa23bb475e,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0135,Cross-milestone,monitoring,markdown,docs/monitoring/monitoring-alerts.md,Monitoring Alerts,Tracked portfolio evidence for monitoring.,,489,842aafe503dde2d2517e79b75a8e438b0e3bbc595a6efe2698922f5e22113496,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0136,Cross-milestone,monitoring,markdown,docs/monitoring/monitoring-design.md,Monitoring Design,Tracked portfolio evidence for monitoring.,,706,7225181ef1512209567e15bd224e3cd76c85b370ca472a4c3f0a884c7dee988e,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0137,Cross-milestone,monitoring,markdown,docs/monitoring/monitoring-lineage-and-manifest.md,Monitoring Lineage And Manifest,Tracked portfolio evidence for monitoring.,,613,86ba67fe6c306b27efb6c08719084008bce3635158803220837d69005064c90d,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0138,Cross-milestone,monitoring,markdown,docs/monitoring/observability-reports.md,Observability Reports,Tracked portfolio evidence for monitoring.,,301,f8ab3c973dcbea147bd11f9885df332ccd42c86a235e96c4ffd3654f517269c7,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0139,Cross-milestone,quality,markdown,docs/quality/anomaly-detection.md,Anomaly Detection,Tracked portfolio evidence for quality.,,681,30eec85514d28ba1b1f50925253b9dae527aced78db0780b9fb10b2a15fcbdc0,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0140,Cross-milestone,quality,markdown,docs/quality/control-charts-and-spc-rules.md,Control Charts And Spc Rules,Tracked portfolio evidence for quality.,,839,079dab313477b5a92535a7ed3330126ee0da72881658daefab91e69470457246,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0141,Cross-milestone,quality,markdown,docs/quality/defect-pareto-analysis.md,Defect Pareto Analysis,Tracked portfolio evidence for quality.,,532,b7c6c57d8b8e2927e6e1e4e0ebda0183b528775274cf9d1ef6fa2942ec8ab007,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0142,Cross-milestone,quality,markdown,docs/quality/governed-inputs-and-grains.md,Governed Inputs And Grains,Tracked portfolio evidence for quality.,,947,342c6b7c2737fb39cb96f9c12263afe32feae7c1c865efb47932953b43d293b0,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0143,Cross-milestone,quality,markdown,docs/quality/limitations.md,Limitations,Tracked portfolio evidence for quality.,,731,20b4625d5d3c7402b8b332509e0a5b8860abed4298a1c8a7ab4af3a006fb7e90,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0144,Cross-milestone,quality,markdown,docs/quality/process-capability.md,Process Capability,Tracked portfolio evidence for quality.,,590,1235cbf713bd172d8155e518e701e7bea31a933610a3bdc86113d92f26c5576e,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0145,Cross-milestone,quality,markdown,docs/quality/quality-analytics-design.md,Quality Analytics Design,Tracked portfolio evidence for quality.,,1525,dc964b04dba5b9e424a05e02fc17ec343ffcf0a2d06c8df2172543e8520dab30,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0146,Cross-milestone,quality,markdown,docs/quality/quality-lineage-and-manifest.md,Quality Lineage And Manifest,Tracked portfolio evidence for quality.,,847,d7a3dffdef4fe80080db5ca09bc330d31f85ce22492ed02fdc5a9bc66e22bcce,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0147,Cross-milestone,quality,markdown,docs/quality/quality-risk-scoring.md,Quality Risk Scoring,Tracked portfolio evidence for quality.,,810,6ee21285eaca819e8d30b64da1cd4d339316b64fa16d1369aa740a2053a4f5bf,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0148,Cross-milestone,quality,markdown,docs/quality/specification-and-yield-metrics.md,Specification And Yield Metrics,Tracked portfolio evidence for quality.,,808,1b13f29f654e46d8c49a621436e6b045cf630b3305ee509c47a08b15b13db6be,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0149,Cross-milestone,release,markdown,docs/release/final-release-notes.md,Final Release Notes,Tracked portfolio evidence for release.,,180,66129259297b50005c4e654ada4eb3a9e15f33d2e89e7e5a4027be64079dcf1a,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0150,Cross-milestone,release,markdown,docs/release/interview-guide.md,Interview Guide,Tracked portfolio evidence for release.,,233,c8bbd2d6f7eb8a3107105259d9818b3503bbb5f9bd657236150595cb18a3269f,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0151,Cross-milestone,release,markdown,docs/release/limitations.md,Limitations,Tracked portfolio evidence for release.,,225,1e85db1dea722f6ef734033f76569e478988d9ab708a902ffbba372548efd9da,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0152,Cross-milestone,release,markdown,docs/release/local-first-boundary.md,Local First Boundary,Tracked portfolio evidence for release.,,230,440637a47c74019f21c327734c0914d31eb1e1b60971b3856439554210c93361,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0153,Cross-milestone,release,markdown,docs/release/repository-evidence-map.md,Repository Evidence Map,Tracked portfolio evidence for release.,,222,f56aac73eb441bd7825ba3345c6fd6d4c702c85da44f1e2cbc35ff281d6a7845,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0154,Cross-milestone,release,markdown,docs/release/synthetic-data-boundary.md,Synthetic Data Boundary,Tracked portfolio evidence for release.,,234,123fd8892750bae26ab43f42f104e887492ec01986af9b386f1d8fba01629e73,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0155,Cross-milestone,quality,markdown,docs/release/validation-and-quality-gates.md,Validation And Quality Gates,Tracked portfolio evidence for quality.,,241,840f6867ce21ac3b59cfee20c961f4b0ef03660845053a07f17a548fc4025cab,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0156,Cross-milestone,portfolio,markdown,docs/roadmap.md,Roadmap,Tracked portfolio evidence for portfolio.,,8142,0558cedbf907583105d2af8110c8ac8a58ffd272e5c4ce48d42880dc4b522d48,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0157,Milestone 11,portfolio,markdown,infra/README.md,Readme,Tracked portfolio evidence for portfolio.,,249,2920dc2cb63895a9415e0fa4014f2cb49b5d69c26808c85b5cb8082d2a05e1e3,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0158,Milestone 11,portfolio,iac_blueprint,infra/bicep/main.bicep,Main,Tracked portfolio evidence for portfolio.,,334,456032449bd4c707b973521e794219ac63a239ae281b0021f6ae4ef302e46e96,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0159,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/ai-services.bicep,Ai Services,Tracked portfolio evidence for portfolio.,,214,4e0251d8a4580f41e5110729624949b59847aa431dd699b877278a8929260d39,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0160,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/analytics.bicep,Analytics,Tracked portfolio evidence for portfolio.,,213,57aeef3561a299e95270c0b39a99b80cd01fc557019ab6cb76340f2f157dd66b,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0161,Milestone 11,dashboard,iac_blueprint,infra/bicep/modules/dashboards.bicep,Dashboards,Tracked portfolio evidence for dashboard.,,214,5e381edec6dba8603be4f9ec672639dfc27f90005c570fc5dc1bf57d7a6e9684,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0162,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/event-hubs.bicep,Event Hubs,Tracked portfolio evidence for portfolio.,,213,63bb4305d56213482047cb371326ee370284f48da808612bab92faf49cc4697d,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0163,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/governance.bicep,Governance,Tracked portfolio evidence for portfolio.,,214,51af1406c765c6b9359fcffe8d0afdf9d925461cc402c85d1879478dee5f1331,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0164,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/machine-learning.bicep,Machine Learning,Tracked portfolio evidence for portfolio.,,219,7865ed4232e0d54a4d3c482e458293a110e4e42d29a51983bfb49e9ad3c71f00,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0165,Milestone 11,monitoring,iac_blueprint,infra/bicep/modules/monitoring.bicep,Monitoring,Tracked portfolio evidence for monitoring.,,214,67be2adafbc097d8d68cbf96c03e21f71d62915a65b47d88cf7babd93e107a51,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0166,Milestone 11,portfolio,iac_blueprint,infra/bicep/modules/storage.bicep,Storage,Tracked portfolio evidence for portfolio.,,211,e43761f64fe225ba5c3a0c4fafe7d26705f5d708169e64e1a9517a0302e70c75,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0167,Milestone 11,portfolio,json,infra/bicep/parameters.reference.json,Parameters.Reference,Tracked portfolio evidence for portfolio.,,256,1c3d8fe248fc60ee15e5819aee2dccaa90a8b18b0c21ab2a3a461e0f9020b6e1,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0168,Milestone 11,portfolio,markdown,infra/policies/azure-policy-notes.md,Azure Policy Notes,Tracked portfolio evidence for portfolio.,,252,d9494440b664a6d80832bf7be9d68edd74318b8d79f82f5d81cf60fcec83fbf4,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0169,Milestone 11,portfolio,markdown,infra/policies/data-governance-notes.md,Data Governance Notes,Tracked portfolio evidence for portfolio.,,255,437a1e67ab234ce8cf6afeb8df96c11ff157426b77f8a756d090786ed077a692,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0170,Milestone 11,portfolio,markdown,infra/policies/private-networking-notes.md,Private Networking Notes,Tracked portfolio evidence for portfolio.,,258,f6c9ceddd627707f1c4a09ca9f0a53adc87b6d357a5adcee675134e319ddc9cd,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0171,Milestone 11,portfolio,markdown,infra/policies/rbac-matrix.md,Rbac Matrix,Tracked portfolio evidence for portfolio.,,245,f264011e33174006fa68e0a3fa65c76fad7b36cd362d6006435a4a979be6c5ad,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0172,Milestone 11,portfolio,markdown,infra/runbooks/cost-management-runbook.md,Cost Management Runbook,Tracked portfolio evidence for portfolio.,,296,1a0ab8d0cdb599c07260c189e593700789241b5b8a7dffb75a0f8cf34a6ed55d,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0173,Milestone 11,quality,markdown,infra/runbooks/data-quality-runbook.md,Data Quality Runbook,Tracked portfolio evidence for quality.,,293,1b1ea6658331b002b12cbd9978c1084e6c0fd5de1e0bd6231c728dc211a69459,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0174,Milestone 11,portfolio,markdown,infra/runbooks/deployment-boundary.md,Deployment Boundary,Tracked portfolio evidence for portfolio.,,300,75a464267468482d9abf2c213bf18ca964fab62fb85f188b7fe816955ddcce58,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0175,Milestone 11,portfolio,markdown,infra/runbooks/incident-response-runbook.md,Incident Response Runbook,Tracked portfolio evidence for portfolio.,,298,c3b475e18bf67f66de95f2e25ff683a4e5d6803002dd87bc57945b0a23dfd30a,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0176,Milestone 11,portfolio,markdown,infra/runbooks/local-validation-runbook.md,Local Validation Runbook,Tracked portfolio evidence for portfolio.,,297,a3e31089c9b8f8dd695f50a72ef51d0506581b3bb117b58d1bdc4fe235a373cb,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0177,Milestone 11,monitoring,markdown,infra/runbooks/model-monitoring-runbook.md,Model Monitoring Runbook,Tracked portfolio evidence for monitoring.,,297,ea5b10dede620425fc47656ecd0d34379bc6546e8b21ef18d4ed6142cdce8d05,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0178,Milestone 11,portfolio,markdown,infra/terraform/README.md,Readme,Tracked portfolio evidence for portfolio.,,279,58b73dc1e7301f82de35bcf2a8c2084fb3b7942704dcb9aef4eda38f3c6726fe,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0179,Milestone 11,portfolio,iac_blueprint,infra/terraform/main.tf,Main,Tracked portfolio evidence for portfolio.,,167,e2380ffab5aca9fd72422c44eb773f8caffb8aa8ee26204e9cab8240c74049af,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0180,Milestone 11,portfolio,iac_blueprint,infra/terraform/outputs.tf,Outputs,Tracked portfolio evidence for portfolio.,,111,ac2fa1dc356b779c3c256ec5dcf490890bfd3d427a6efe3229bea61de5899aac,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0181,Milestone 11,portfolio,example,infra/terraform/terraform.tfvars.example,Terraform.Tfvars,Tracked portfolio evidence for portfolio.,,114,7bd27c6c703e2eec4ad68972ac78a5028c2814d815665eed7993556c66238af9,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0182,Milestone 11,portfolio,iac_blueprint,infra/terraform/variables.tf,Variables,Tracked portfolio evidence for portfolio.,,124,7df11124f7848131bc62784f7571820c5b62b592640d8e19ae0f7d68c57c8042,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0183,Cross-milestone,portfolio,file,outputs/.gitkeep,.Gitkeep,Tracked portfolio evidence for portfolio.,,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0184,Milestone 11,architecture,json,outputs/architecture/architecture-manifest.json,Architecture Manifest,Tracked portfolio evidence for architecture.,,27572,050b2d817565c15e31428c606d35d5be51834d614d4a29f2d3d847c723231587,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0185,Milestone 11,architecture,json,outputs/architecture/architecture_decision_records.json,Architecture Decision Records,Tracked portfolio evidence for architecture.,,5290,03758aec534551c777a97bd8c7453ed91c3da91e1f56aaaa7a51084e7c046511,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0186,Milestone 11,architecture,json,outputs/architecture/architecture_validation_results.json,Architecture Validation Results,Tracked portfolio evidence for architecture.,,425,41da161d4e5f5bfec59e1d26482d6526707a7673a26f28b66b801251aa625602,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0187,Milestone 11,architecture,csv,outputs/architecture/azure_service_mapping.csv,Azure Service Mapping,Tracked portfolio evidence for architecture.,15.0,6483,806c1dcc28333a30668006ddd9091af39c704e2fdc4c77d39133cc0fa7eab88c,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0188,Milestone 11,architecture,json,outputs/architecture/azure_service_mapping.json,Azure Service Mapping,Tracked portfolio evidence for architecture.,,11402,4c4918e220fc0d9232604c42efef927092dac446ecc30936217e4ae56a6e437b,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0189,Milestone 11,architecture,csv,outputs/architecture/cost_considerations.csv,Cost Considerations,Tracked portfolio evidence for architecture.,7.0,1735,32a6d4e4978744b428e7e9cd1c0fa7d23a1a7dd1ebb3574e32786cc01c308d29,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0190,Milestone 11,architecture,csv,outputs/architecture/data_architecture_layers.csv,Data Architecture Layers,Tracked portfolio evidence for architecture.,5.0,1357,0e3fe87a4d93402eff088ec2fd6f8bac5b168234c1abdb966ce8d092cd73624b,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0191,Milestone 11,architecture,csv,outputs/architecture/genai_architecture_mapping.csv,Genai Architecture Mapping,Tracked portfolio evidence for architecture.,3.0,735,54cdabd56cc9031bcf1af2a3d617934de1ce957aafdf8b379283bd813a1d9a78,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0192,Milestone 11,architecture,json,outputs/architecture/lineage-records.json,Lineage Records,Tracked portfolio evidence for architecture.,,150775,ebf5ff13c0fde8857d7f0fe008579598dec7e2cb51b2034ba8e4f427f0590623,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0193,Milestone 11,architecture,csv,outputs/architecture/mlops_mapping.csv,Mlops Mapping,Tracked portfolio evidence for architecture.,4.0,943,fd83e61e11cf108b266dac6e0128ab4ec5365a34a4e1dd375bf72b1e9a4f283d,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0194,Milestone 11,architecture,csv,outputs/architecture/operations_mapping.csv,Operations Mapping,Tracked portfolio evidence for architecture.,4.0,901,eb4dd765c8587fe70eb3db6b1d7e410c36563282922f9dd9c5643d525b4da441,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0195,Milestone 11,architecture,csv,outputs/architecture/security_controls_matrix.csv,Security Controls Matrix,Tracked portfolio evidence for architecture.,9.0,2296,beee8b2d79338dabc2bf79fc4d70804b6c8817993bee4ca8e666943418f53c5f,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0196,Milestone 10,dashboard,json,outputs/dashboard/dashboard-manifest.json,Dashboard Manifest,Tracked portfolio evidence for dashboard.,,11884,78ee5b43f5021aa1e84d39f7e97da64ebbded59f232cc90c5b9bd19b825f8287,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0197,Milestone 10,dashboard,json,outputs/dashboard/dashboard_diagnostics.json,Dashboard Diagnostics,Tracked portfolio evidence for dashboard.,,1138,9993709cc31db8f1b89de4ddd64cc01bdb4e6ef2dd8902d9b89571c971ec79df,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0198,Milestone 10,dashboard,json,outputs/dashboard/dashboard_page_specs.json,Dashboard Page Specs,Tracked portfolio evidence for dashboard.,,9804,91f4b821ad2b8f8dcf1c694f164ea8139c919a230bd911d2b4b7f5dd95f8644c,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
